Grid search: 18 combinations x 10 sims each
  n_sigma:  [0.0, 0.1, 0.2, 0.5, 1.0, 2.0]
  lambda2:  [0.0, 1.5, 10.0]
  Base:     output/experiment2
  Output:   output/grid7_*/
============================================================

============================================================
[1/18] n_sigma=0.0, lambda2=0.0
  Output: output/grid7_ns0.0_l20.0
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.0_l20.0/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.0, tau=20, lambda2=0.0

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
[INFO] Loaded obs normalizer from output/grid7_ns0.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      57B / 111S
  Total PnL:  -5.2087
  Total Rew:  -5.2087
  Avg |Pos|:  16.28

Saved: output/grid7_ns0.0_l20.0/checkpoints_rl/sim_results_1047.json
  sim 6/10: seed=1047  PnL=-5.2087  Fills=168  Avg|Pos|=16.28
[INFO] Experiment: output/grid7_ns0.0_l20.0
[INFO] Simulation seed: 1048
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      542B / 0S
  Total PnL:  -5.7015
  Total Rew:  -5.7015
  Avg |Pos|:  219.17

Saved: output/grid7_ns0.0_l20.0/checkpoints_rl/sim_results_1048.json
  sim 7/10: seed=1048  PnL=-5.7015  Fills=542  Avg|Pos|=219.17
[INFO] Experiment: output/grid7_ns0.0_l20.0
[INFO] Simulation seed: 1049
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      37B / 68S
  Total PnL:  0.1744
  Total Rew:  0.1744
  Avg |Pos|:  13.46

Saved: output/grid7_ns0.0_l20.0/checkpoints_rl/sim_results_1049.json
  sim 8/10: seed=1049  PnL=0.1744  Fills=105  Avg|Pos|=13.46
[INFO] Experiment: output/grid7_ns0.0_l20.0
[INFO] Simulation seed: 1050
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      645B / 0S
  Total PnL:  -72.3625
  Total Rew:  -72.3625
  Avg |Pos|:  373.81

Saved: output/grid7_ns0.0_l20.0/checkpoints_rl/sim_results_1050.json
  sim 9/10: seed=1050  PnL=-72.3625  Fills=645  Avg|Pos|=373.81
[INFO] Experiment: output/grid7_ns0.0_l20.0
[INFO] Simulation seed: 1051
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      87B / 7S
  Total PnL:  -2.0157
  Total Rew:  -2.0157
  Avg |Pos|:  10.52

Saved: output/grid7_ns0.0_l20.0/checkpoints_rl/sim_results_1051.json
  sim 10/10: seed=1051  PnL=-2.0157  Fills=94  Avg|Pos|=10.52
  Summary: PnL=-22.5052 +/- 28.1216  Avg|Pos|=122.01  Fills=406
[DONE] grid7_ns0.0_l20.0 in 923.8s

============================================================
[2/18] n_sigma=0.0, lambda2=1.5
  Output: output/grid7_ns0.0_l21.5
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.0_l21.5/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.0, tau=20, lambda2=1.5

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
-------------------------------------------------------------------------------------------------------
    0    -0.0002    -0.0017     0.8917     1.8390     0.0031     0.0005    -0.4991       0.00     4.2s
    1    -0.0001    -0.0020     0.9167     1.8299     0.0024     0.0005    -0.5079       0.00     4.2s
    2    -0.0004    -0.0016     0.8564     1.8199     0.0021     0.0005    -0.5103       0.00     4.0s
    3    -0.0003    -0.0014     0.8586     1.8085     0.0025     0.0005    -0.5183       0.00     4.2s
    4    -0.0002    -0.0027     0.8984     1.7985     0.0009     0.0005    -0.5218       0.00     4.2s
    5    -0.0003    -0.0017     0.8575     1.7891     0.0026     0.0005    -0.5275       0.00     4.1s
    6    -0.0003    -0.0015     0.9108     1.7798     0.0018     0.0005    -0.5310       0.00     4.1s
    7    -0.0004    -0.0023     0.8992     1.7699     0.0036     0.0005    -0.5366       0.00     4.2s
    8    -0.0003    -0.0015     0.9046     1.7530     0.0036     0.0005    -0.5468       0.00     4.2s
    9    -0.0002    -0.0015     0.8744     1.7360     0.0020     0.0005    -0.5551       0.01     4.2s
   10    -0.0002    -0.0010     0.9116     1.7208     0.0018     0.0005    -0.5630       0.01     4.0s
   11    -0.0002    -0.0008     0.8698     1.6991     0.0019     0.0005    -0.5746       0.01     4.2s
   12    -0.0001    -0.0026     0.9085     1.6694     0.0037     0.0005    -0.5936       0.01     4.2s
   13    -0.0002    -0.0023     0.9022     1.6483     0.0034     0.0005    -0.5956       0.01     4.2s
   14    -0.0001    -0.0013     0.8942     1.6429     0.0021     0.0005    -0.5997       0.01     4.2s
   15    -0.0002    -0.0016     0.8874     1.6337     0.0028     0.0005    -0.6045       0.01     4.3s
   16    -0.0001    -0.0007     0.8586     1.6348     0.0026     0.0005    -0.5989       0.01     4.3s
   17    -0.0002    -0.0011     0.8383     1.6335     0.0011     0.0005    -0.6067       0.01     4.3s
   18    -0.0000    -0.0028     0.8868     1.6213     0.0036     0.0005    -0.6108       0.01     4.0s
   19    -0.0004    -0.0013     0.9364     1.6156     0.0028     0.0005    -0.6118       0.01     4.2s
   20    -0.0004    -0.0028     0.8694     1.6063     0.0051     0.0005    -0.6197       0.01     4.2s
   21     0.0000    -0.0017     0.8710     1.5938     0.0025     0.0004    -0.6244       0.01     4.1s
   22     0.0001    -0.0014     0.8223     1.5899     0.0024     0.0004    -0.6242       0.01     4.2s
   23     0.0001    -0.0015     0.8853     1.5910     0.0023     0.0004    -0.6228       0.01     4.2s
   24    -0.0003    -0.0018     0.8487     1.5983     0.0031     0.0004    -0.6171       0.01     4.2s
   25    -0.0005    -0.0009     0.9049     1.6039     0.0017     0.0004    -0.6176       0.01     4.2s
   26    -0.0005    -0.0020     0.8369     1.5980     0.0033     0.0004    -0.6218       0.01     4.3s
   27    -0.0002    -0.0020     0.8415     1.5905     0.0027     0.0004    -0.6264       0.01     4.2s
   28    -0.0002    -0.0011     0.8821     1.5863     0.0024     0.0004    -0.6260       0.01     4.3s
   29    -0.0001    -0.0016     0.6903     1.5866     0.0033     0.0004    -0.6250       0.01     4.3s
   30    -0.0000    -0.0020     0.9250     1.5781     0.0028     0.0004    -0.6328       0.01     4.3s
   31    -0.0002    -0.0021     0.7499     1.5647     0.0037     0.0004    -0.6405       0.01     4.3s
   32    -0.0003    -0.0016     0.8812     1.5529     0.0024     0.0004    -0.6450       0.01     4.2s
   33    -0.0001    -0.0009     0.8939     1.5432     0.0030     0.0004    -0.6499       0.01     4.2s
   34    -0.0002    -0.0019     0.9116     1.5292     0.0016     0.0004    -0.6581       0.01     4.2s
   35    -0.0001    -0.0014     0.8643     1.5191     0.0024     0.0004    -0.6612       0.01     4.2s
   36     0.0000    -0.0017     0.8710     1.5022     0.0040     0.0004    -0.6741       0.01     4.2s
   37    -0.0001    -0.0021     0.9097     1.4855     0.0025     0.0004    -0.6780       0.01     4.2s
   38    -0.0001    -0.0008     0.7722     1.4871     0.0021     0.0004    -0.6731       0.01     4.3s
   39    -0.0001    -0.0011     0.9141     1.4889     0.0027     0.0004    -0.6763       0.01     4.3s
   40    -0.0001    -0.0017     0.7877     1.4906     0.0036     0.0004    -0.6717       0.01     4.2s
   41     0.0000    -0.0008     0.8756     1.4883     0.0021     0.0004    -0.6793       0.01     4.3s
   42    -0.0000    -0.0020     0.8185     1.4768     0.0038     0.0004    -0.6820       0.01     4.2s
   43     0.0000    -0.0017     0.8866     1.4677     0.0030     0.0004    -0.6871       0.01     4.2s
   44    -0.0001    -0.0008     0.8265     1.4607     0.0013     0.0004    -0.6899       0.01     4.3s
   45     0.0000    -0.0012     0.8922     1.4559     0.0024     0.0004    -0.6922       0.01     4.2s
   46     0.0001    -0.0006     0.8337     1.4521     0.0021     0.0004    -0.6932       0.01     4.2s
   47     0.0001    -0.0012     0.8582     1.4400     0.0024     0.0004    -0.7033       0.01     4.2s
   48    -0.0001    -0.0012     0.9406     1.4335     0.0017     0.0004    -0.7007       0.01     4.1s
   49    -0.0001    -0.0015     0.8043     1.4347     0.0024     0.0004    -0.7034       0.01     4.2s
   50     0.0001    -0.0019     0.8505     1.4231     0.0040     0.0004    -0.7110       0.01     4.2s
   51     0.0003    -0.0007     0.7871     1.4085     0.0029     0.0004    -0.7183       0.01     4.2s
   52     0.0000    -0.0021     0.8863     1.3988     0.0043     0.0004    -0.7212       0.01     4.2s
   53    -0.0000    -0.0015     0.8360     1.3868     0.0036     0.0004    -0.7291       0.01     4.3s
   54    -0.0001    -0.0010     0.8717     1.3712     0.0017     0.0004    -0.7374       0.01     4.3s
   55    -0.0000    -0.0006     0.9498     1.3582     0.0017     0.0004    -0.7422       0.01     4.3s
   56    -0.0002    -0.0011     0.7838     1.3485     0.0015     0.0004    -0.7478       0.01     4.2s
   57    -0.0000    -0.0006     0.8459     1.3324     0.0011     0.0004    -0.7578       0.01     4.2s
   58    -0.0001    -0.0018     0.8741     1.3191     0.0040     0.0004    -0.7606       0.01     4.2s
   59    -0.0000    -0.0007     0.8767     1.3094     0.0030     0.0004    -0.7672       0.01     4.3s
   60     0.0001    -0.0020     0.6850     1.3062     0.0027     0.0004    -0.7648       0.01     4.3s
   61    -0.0000    -0.0010     0.8025     1.3005     0.0021     0.0003    -0.7733       0.01     4.2s
   62    -0.0000    -0.0015     0.8977     1.2981     0.0019     0.0003    -0.7658       0.01     4.3s
   63     0.0001    -0.0009     0.6658     1.2969     0.0032     0.0003    -0.7766       0.01     4.2s
   64     0.0001    -0.0023     0.6854     1.2811     0.0038     0.0003    -0.7804       0.01     4.2s
   65     0.0000    -0.0010     0.7904     1.2790     0.0032     0.0003    -0.7795       0.01     4.2s
   66    -0.0000    -0.0002     1.0161     1.2791     0.0024     0.0003    -0.7792       0.01     4.2s
   67    -0.0002    -0.0012     0.8707     1.2776     0.0030     0.0003    -0.7823       0.01     4.2s
   68     0.0004    -0.0017     0.8439     1.2689     0.0036     0.0003    -0.7864       0.01     4.2s
   69     0.0002    -0.0016     0.8148     1.2506     0.0026     0.0003    -0.8012       0.01     4.3s
   70     0.0002    -0.0030     0.8524     1.2367     0.0029     0.0003    -0.8004       0.01     4.2s
   71     0.0003    -0.0019     0.7049     1.2313     0.0024     0.0003    -0.8062       0.01     4.2s
   72     0.0000    -0.0012     0.8220     1.2221     0.0028     0.0003    -0.8094       0.01     4.2s
   73    -0.0000    -0.0012     0.8613     1.2132     0.0034     0.0003    -0.8158       0.01     4.2s
   74     0.0002    -0.0024     0.8639     1.2051     0.0036     0.0003    -0.8166       0.01     4.2s
   75     0.0002    -0.0016     0.9259     1.2032     0.0029     0.0003    -0.8181       0.01     4.2s
   76     0.0000    -0.0016     0.8328     1.1931     0.0037     0.0003    -0.8269       0.01     4.2s
   77    -0.0002    -0.0013     0.8333     1.1931     0.0040     0.0003    -0.8180       0.01     4.2s
   78     0.0001    -0.0018     0.8350     1.2058     0.0026     0.0003    -0.8145       0.01     4.2s
   79    -0.0002    -0.0028     0.8391     1.2097     0.0033     0.0003    -0.8151       0.01     4.2s
   80     0.0003    -0.0009     0.8392     1.2007     0.0027     0.0003    -0.8221       0.01     4.3s
   81     0.0002    -0.0011     0.9020     1.1878     0.0021     0.0003    -0.8283       0.01     4.2s
   82    -0.0002    -0.0016     0.8083     1.1896     0.0022     0.0003    -0.8200       0.01     4.2s
   83    -0.0000    -0.0010     0.8030     1.1950     0.0013     0.0003    -0.8238       0.01     4.1s
   84     0.0004    -0.0017     0.8458     1.1937     0.0028     0.0003    -0.8208       0.01     4.3s
   85    -0.0002    -0.0021     0.9184     1.1965     0.0038     0.0003    -0.8193       0.01     4.3s
   86     0.0004    -0.0019     0.7725     1.1873     0.0034     0.0003    -0.8306       0.01     4.2s
   87     0.0001    -0.0013     0.8408     1.1678     0.0032     0.0003    -0.8388       0.01     4.2s
   88    -0.0004    -0.0008     0.8699     1.1562     0.0021     0.0003    -0.8442       0.01     4.2s
   89     0.0001    -0.0012     0.8805     1.1441     0.0022     0.0003    -0.8485       0.01     4.3s
   90     0.0002    -0.0021     0.8726     1.1388     0.0020     0.0003    -0.8510       0.01     4.2s
   91     0.0001    -0.0014     0.8526     1.1295     0.0023     0.0003    -0.8573       0.01     4.2s
   92     0.0002    -0.0016     0.8333     1.1233     0.0038     0.0003    -0.8568       0.01     4.3s
   93     0.0001    -0.0019     0.8110     1.1225     0.0012     0.0003    -0.8593       0.01     4.3s
   94    -0.0001    -0.0036     0.8071     1.1191     0.0032     0.0003    -0.8596       0.01     4.3s
   95     0.0001    -0.0017     0.8207     1.1053     0.0026     0.0003    -0.8726       0.01     4.3s
   96     0.0005    -0.0017     0.8151     1.0991     0.0038     0.0003    -0.8665       0.01     4.2s
   97     0.0002    -0.0019     0.8908     1.0955     0.0037     0.0003    -0.8755       0.01     4.2s
   98     0.0001    -0.0015     0.8430     1.0777     0.0025     0.0003    -0.8841       0.01     4.2s
   99     0.0001    -0.0013     0.8435     1.0701     0.0035     0.0003    -0.8842       0.01     4.2s
  100     0.0002    -0.0007     0.8100     1.0634     0.0025     0.0003    -0.8911       0.01     4.2s
  101     0.0001    -0.0009     0.8178     1.0356     0.0016     0.0003    -0.9093       0.01     4.2s
  102     0.0003    -0.0010     0.7707     1.0173     0.0045     0.0002    -0.9112       0.01     4.2s
  103     0.0002    -0.0003     0.8708     1.0139     0.0017     0.0002    -0.9124       0.01     4.2s
  104     0.0003    -0.0017     0.8191     1.0049     0.0023     0.0002    -0.9210       0.01     4.2s
  105     0.0003    -0.0016     0.7560     0.9991     0.0038     0.0002    -0.9196       0.01     4.2s
  106     0.0002    -0.0018     0.7690     0.9894     0.0021     0.0002    -0.9288       0.01     4.2s
  107     0.0002    -0.0013     0.8122     0.9648     0.0033     0.0002    -0.9427       0.01     4.2s
  108     0.0002    -0.0019     0.8161     0.9485     0.0026     0.0002    -0.9483       0.01     4.2s
  109     0.0001    -0.0024     0.6280     0.9371     0.0032     0.0002    -0.9528       0.01     4.2s
  110    -0.0000    -0.0018     0.8450     0.9300     0.0028     0.0002    -0.9549       0.01     4.2s
  111     0.0001    -0.0008     0.8336     0.9232     0.0041     0.0002    -0.9607       0.01     4.2s
  112     0.0000    -0.0010     0.8084     0.9131     0.0043     0.0002    -0.9636       0.01     4.2s
  113     0.0002    -0.0015     0.7703     0.9118     0.0033     0.0002    -0.9638       0.01     4.2s
  114     0.0001    -0.0017     0.8035     0.9084     0.0041     0.0002    -0.9658       0.01     4.2s
  115     0.0000    -0.0023     0.8582     0.9092     0.0038     0.0002    -0.9624       0.01     4.2s
  116    -0.0000    -0.0021     0.8060     0.9028     0.0049     0.0002    -0.9729       0.01     4.2s
  117     0.0000    -0.0023     0.8238     0.8840     0.0036     0.0002    -0.9798       0.01     4.2s
  118     0.0001    -0.0016     0.8618     0.8737     0.0030     0.0002    -0.9851       0.01     4.2s
  119    -0.0001    -0.0012     0.7591     0.8636     0.0015     0.0002    -0.9884       0.01     4.2s
  120     0.0003    -0.0013     0.7942     0.8546     0.0030     0.0002    -0.9953       0.01     4.2s
  121    -0.0002    -0.0008     0.7610     0.8372     0.0025     0.0002    -1.0057       0.01     4.2s
  122     0.0000    -0.0031     0.7237     0.8214     0.0049     0.0002    -1.0092       0.01     4.3s
  123     0.0000    -0.0026     0.8896     0.8145     0.0047     0.0002    -1.0138       0.01     4.3s
  124     0.0003    -0.0020     0.7457     0.7961     0.0054     0.0002    -1.0276       0.01     4.2s
  125    -0.0002     0.0000     0.9822     0.7788     0.0055     0.0002    -1.0313       0.01     4.2s
  126    -0.0001    -0.0023     0.7706     0.7596     0.0029     0.0002    -1.0458       0.01     4.2s
  127     0.0001    -0.0011     0.7836     0.7387     0.0039     0.0002    -1.0525       0.01     4.2s
  128     0.0000    -0.0025     0.7595     0.7316     0.0035     0.0002    -1.0546       0.01     4.3s
  129     0.0000    -0.0004     0.8256     0.7263     0.0036     0.0002    -1.0582       0.01     4.2s
  130    -0.0000    -0.0018     0.6622     0.7202     0.0031     0.0002    -1.0596       0.01     4.2s
  131     0.0001    -0.0012     0.8803     0.7130     0.0050     0.0002    -1.0651       0.01     4.2s
  132     0.0000    -0.0009     0.7972     0.7014     0.0049     0.0002    -1.0718       0.01     4.2s
  133     0.0000    -0.0009     0.8221     0.6881     0.0014     0.0002    -1.0772       0.01     4.2s
  134     0.0000    -0.0009     0.7698     0.6787     0.0039     0.0002    -1.0812       0.01     4.2s
  135     0.0001    -0.0024     0.6574     0.6728     0.0050     0.0002    -1.0827       0.01     4.2s
  136     0.0000    -0.0022     0.7342     0.6702     0.0043     0.0002    -1.0845       0.01     4.2s
  137     0.0000    -0.0008     0.8627     0.6685     0.0028     0.0002    -1.0854       0.01     4.2s
  138     0.0000    -0.0008     0.7943     0.6604     0.0043     0.0002    -1.0929       0.01     4.2s
  139     0.0000    -0.0008     0.8679     0.6463     0.0035     0.0002    -1.0981       0.01     4.2s
  140     0.0000    -0.0021     0.7244     0.6306     0.0039     0.0002    -1.1084       0.01     4.2s
  141    -0.0001    -0.0010     0.6072     0.6117     0.0027     0.0002    -1.1169       0.01     4.2s
  142     0.0000    -0.0022     0.9173     0.5960     0.0037     0.0002    -1.1245       0.01     4.3s
  143     0.0000    -0.0025     0.7580     0.5851     0.0046     0.0001    -1.1282       0.01     4.3s
  144     0.0000    -0.0015     0.7630     0.5841     0.0043     0.0001    -1.1256       0.01     4.3s
  145     0.0000    -0.0010     0.7463     0.5849     0.0041     0.0001    -1.1277       0.01     4.2s
  146    -0.0000    -0.0007     0.7078     0.5730     0.0036     0.0001    -1.1365       0.01     4.3s
  147     0.0000    -0.0002     0.7916     0.5651     0.0027     0.0001    -1.1361       0.01     4.3s
  148     0.0000    -0.0014     0.7177     0.5603     0.0029     0.0001    -1.1418       0.01     4.2s
  149     0.0001    -0.0012     0.6694     0.5547     0.0033     0.0001    -1.1411       0.01     4.2s
  150    -0.0000    -0.0010     0.6507     0.5607     0.0022     0.0001    -1.1374       0.01     4.3s
  151     0.0000    -0.0010     0.6152     0.5710     0.0031     0.0001    -1.1310       0.01     4.2s
  152    -0.0000    -0.0002     0.4471     0.5664     0.0015     0.0001    -1.1399       0.01     4.2s
  153     0.0000    -0.0024     0.3198     0.5525     0.0042     0.0001    -1.1458       0.01     4.2s
  154     0.0000    -0.0014     0.4520     0.5446     0.0040     0.0001    -1.1490       0.01     4.2s
  155     0.0000    -0.0026     0.5086     0.5404     0.0053     0.0001    -1.1487       0.01     4.2s
  156    -0.0000    -0.0016     0.2859     0.5395     0.0032     0.0001    -1.1493       0.01     4.2s
  157    -0.0000    -0.0008     0.3213     0.5387     0.0029     0.0001    -1.1509       0.01     4.3s
  158     0.0000    -0.0007     0.2347     0.5365     0.0037     0.0001    -1.1509       0.01     4.3s
  159     0.0000    -0.0018     0.4006     0.5241     0.0025     0.0001    -1.1618       0.01     4.2s
  160    -0.0000    -0.0006     0.3005     0.5185     0.0031     0.0001    -1.1575       0.01     4.2s
  161     0.0000    -0.0007     0.3139     0.5223     0.0039     0.0001    -1.1593       0.01     4.3s
  162    -0.0000    -0.0014     0.5399     0.5048     0.0038     0.0001    -1.1732       0.01     4.2s
  163    -0.0000    -0.0030     0.3161     0.4980     0.0041     0.0001    -1.1686       0.01     4.2s
  164     0.0000    -0.0020     0.2806     0.5012     0.0035     0.0001    -1.1680       0.01     4.2s
  165     0.0000    -0.0007     0.4102     0.5045     0.0028     0.0001    -1.1654       0.01     4.2s
